content,score
"lagi asik nonton tiba tiba keluar sendiri,atau ngelaq,,atau ga bisa di pindah..",2
Top,5
"Alhamdulillah sudah ada sedikit perbaikan pas saya tonton BJB vs Livin Mandiri, sudah ada suara gemuruh penontonnya, gitu dong, vibes dan euphoria nya yang pengen kita rasakan biar berasa itu pertandingan berkelas. Kemarin pas nonton suara org dua itu aja bising. apalagi saat Fenerbahce vs Vakifbank, gak ada suara asli dari lokasi pertandingan. Yang ada suara komentar gak karuan mau ngomong apa, lebih sok mengurui ngalahin coach dilapangan. ono ini.. bla bla.. gajelas, kadang ada iklanny nyempil",4
saya sudah berlangganan tapi tetap tidak bisa membuka nya saat ingin menonton bola,1
Good,5
jelek,1
"masa nonton bola gak bisa real time, pas dimajuin biar bisa real time malah otomatis dibuat mundur lagi puluhan detik hampir 1 menit, payah 👎 makin payah, udah komplain lewat email 2 bulan lebih ee jawabnya diputer2 terus, kek gak niat memperbaiki, kek asal yg penting jawab komplain doang👎👎👎",1
gangguan terus,1
semakin mahal tapi kualitas menurun dan semakin buruk dan terpuruk,1
"Bagus banget! ada siaran langsungnya dari tv dan satu lagi, Adain anime jadul, Korea jadul, dan China jadul biar penonton gak nonton yang ilegal lagi soalnya ilegal lebih lengkap biasanya daripada legal.. itu saran saya, terus untuk pembayaran jangan terlalu mahal jadi diskon berapa % pasti banyak yang tertarik nonton disini, terus lengkapin Korea dan anime sekarang yaa? biar enak ditonton, termasuk Doraemon juga movienya dibanyakin:⁠-⁠)",5
vidionya banyak sekali yang keren apa lagi vilm malaysa,5
sangat seru,5
sya sdah berlangganan TPI TDK bsa donwload msuk di galeri hp sya,4
kacau didalem aplikasi banyak iklan juga mahal,1
episode tiap anime lanjuran nya gak ada. dan updet nya episode selanjut nya gak muncul,5
kenapa harus langganan,1
jelek banget iklan ganggu terus sering macet,1
jelek ga bisa nonton mdtv padahal Chanel lain bisa aneh pelit,1
"gabisa login pake nomor HP, percuma bonus subscribe gabisa dipake",1
udh beli paket nya padahal tapi ttep ga bisa nonton Persib hadeh nyesel gua,1
"live ga bisa dibuka padahal jaringan lancar , padahal sudah langganan",1
"Aplikasi yang sangat merugikan. di haruskan langganan untuk bisa menikmati tontonan. tapi iklannya, Jika di biarkan ikan di putar, maka sampai besok akan memutar ikalan terus. Kalian ambil biaya loh dari saya. Saya di lindungi Undang2 konsumen !!! ngapain saya respon ulasan melalui email. disini saja, supaya calon pelanggan lain gak tertipu. transparan saja. ngambil ke untungan tapi merugikan orang. ini negara hukum, jangan se enaknya kalian saja !! jangan mau tertipu, mereka tidak transparan",1
"aplikasi sampah,ngeleg ngeleg mulu",1
bagus y,5
udah bayar udah berlangganan tapi gak bisa di download di simpan ke galeri parah penipuan,5
"kalo gratis semua pasti lebih enak,pengganti buat yanh dirumahnya ga ada tv",4
kebanyakn iklan,3
Aneh ! kok siaran ulang tanggal 16-17 Februari 2026 sama sekali tak ada yang bisa di klik ? ada apa ini dengan service nya ??,1
disini saya bisa bermacam-macam flim sinetron Indonesia film India pun juga suka,5
"iklan nya terlalu banya gbisa nonton smpek puas soalny kehalang sm iklan, iklan smpk 10, boleh pke iklan tpi sewajarnya saja",1
"sumpah demi Allah, gua lg puter vidio nya malah macet' gjls, padhl jaringan saya udah baik, memo udh baik, knp gtu? ga nyaman. tolong d prbaiki lah",2
keren,5
ngapa sih apk nya gak jelas. udah beli paket nya tapi gak bisa d tonton. error trus parah kali buang2 biaya kalau kek gini,1
"saya suda pake paket platinum, kenapa masih ada iklan 1 dari 4, iklan 1 dari 9 dan iklan 1 dari 10??",1
tanyangan yg menarik,5
jelek....bosen,1
maaf ya aku uninstal karna jdi virus di HPku jdi iklan terus padahal gada gangguan lain,2
"ini noton film apa suruh noton iklan banyak amat ga abis"" iklan ☺️",2
gabisa vote,1
baik,5
"Hai ka, bolehlah sediakan paket langganan khusus tontonan anak-anak. karena yang nonton cuman anak-anak pra TK - SMP.",5
"perihal iklan nya sangat amat mengganggu, sampai 10 iklan pulsa gak kelar-kelar. Iklan nya selalu iklan Levis, grab dll. padahal kita sudah langganan paket platinum. masih aja ada iklan. ini terjadi setiap kita nonton di TV ,tapi di Hp aman2 aja gak keluar iklan.tolong lah ini ditindak lanjuti.",2
Terima kasih atas cepatnya respon dari kendala yang saya alami,5
ini aplikasi dagang iklan atau apa sihh sumpah iklannya banyak sekali dlm 1 episode lebih 10 iklan dgn durasi yg panjang aplikasi ap ini klw buat iklan sekali aja isinya iklan semua,1
"bener bener kecewa banget, uda mau nonton pertandingan udah asik asik tiba tiba suruh beli paketan, alhasil uninstall aja, ga guna juga.",1
kadang sering eror min,5
ok,5
bagus,5
"saya gak punya tv untuk nonton agz, tapii untung aja ada vidioo, baguss bangettt dehhh, gratis jugaa, love you vidio hihi",5
Kenapa tidak bisa di instal,1
"Nonton vidio highlight liga 1 indonesia banyak bohongnya kebanyakan tidak sesuai dengan judul, durasi, judulnya full match durasinya 2 menit, judulnya highlight faktanya gak sampai beres setengah2, kesel guaaa.",1
"sering gangguan mutar"" aja padahal tiap bulanan langganan",1
aplikasi kok berat banget kaya serasa main game pubg. gaguna,1
"kenapa ngga bisa login daftar pake nomor telepon, tiap nyoba pasti ngga bisa, itu knpa ya?",3
semua premium mmk,1
mau nonton bola lokal aja harus berlangganan.,1
"kebanyakan IKLAN, SUDAH ISI SALDO GOOGLE PLAY, SUDAH ADA SALDO..MAU BELI PAKET TERTERA DI APLIKASI INI SALDO BELUM MASUK..ABAL2. BIKIN TIDAK NYAMA. NONTON",1
iklan mulu isinya aplikasi gagal,1
"udah langganan jalan 2th , gara gara iklan maxim kek 💩 . gue hapus aplikasinya.",1
hiburan apa saja,5
saya sudah langganan tp ngga bisa nonton sinetron express kocak,2
gratis aj min jangn dibuat bayar,3
"mau berlangganan karena nonton film lagi seru, begitu langganan, film tidak bisa diputar, layar hitam, jd menyesal berlangganan",1
1 video 20 iklan gimana ini min padahal udh berlangganan masih aja iklan terus,1
sudah langganan tetep aja iklan dan ulang ulang terus lebih 10x iklan.. bukan iklan Channel TV nya.. iklan maxim,3
durasi nya anime attack on titan cuman 3 menit yang asli 20 menitan,1
keren,5
"Saya beli paket ultimate bundling 3 bulan dari februari 2026 sampai mei 2026, ini masih februari tapi sudah di haruskan beli paket lagi dan tidak bisa menonton semua tayangan, sy minta refund saja",1
good job,5
sudah berlangganan aja masih dikasih iklan yg banyak,1
"suka sih, bagus gitu tpi skrg klo nonton harus bayar.. jadi ga seru",3
bagus,5
dimana kau install aplikasi ini. instant...bayar langgangan juga instan...yang benar aja. stop perpanjang otomasi tidak bisa...!!!,1
ngereze terus,1
BAGUSSSS,5
tolong sinyal nya di perbaiki dong teknisi nya gmna,3
bayar mahal malah pecah videonya.. hadeh,1
terlalu banyak iklan terus panjang semua ga bisa di percepat,1
banyak iklan nya,3
Vidio Mantap,5
"ini udah langganan tapi kenapa setiap mau nonton film nya selalu ga bisa, layar nya selalu hitam dan loding lama. siasia bayar mahal buat langganan.",2
iklan ampe 10x muke gile lu,1
"plng gak rekomen dah ap"" bayar",1
bisa nonton anime,5
kadang suka elorr malesss,2
asik,5
seru tapi rada ngeleg,5
bagus,5
banyak iklan,2
solusi tontonan era 4.0,5
"siaran tv nya selain yg sctv semua aman..tpi sctv nya suara aja,gambar gak bergerak",4
"kenapa harus langganan?bikin emosi aja lagi asik nonton juga tiba"" di suruh beli paket tv ekstra ngapain si?",3
"ngga bisa nonton tayangan ulang, RCTI, MNCTV,gtv",1
"Setiap jam 20.00 chanel Trans TV selalu hilang, apakah memang begitu yaa",4
"iklannya LAMA banget dan gak bisa diskip, padahal kita BELI paket BUKAN BUAT NONTON IKLAN.",1
"dari dulu ini platform streaming trlalu banyak iklan, beli paket pun tetap ada iklan. terus masalah pemutaran video juga selalu otomatis next gabisa dinonaktifin, ga pernah berubah dari dulu tetep sama aja",1
nonton tv lokal aja bayar :V mending nonton di tv :V,2
seru,5
sekarang kebanyakan iklan sudah kaya youtube aja. ganggu ga kaya dulu,2
bagusnya,5
"eh tolong dong min yang bener. masa aku beli paket langganan, saldo udah kepotong melalui pembayaran qris berhasil. tapi di aplikasi videonya gak ada berlangganan/paket saya kosong. maksudnya apa saldo udah kepotong loh tapi saya gak bisa menikmati langganan yang saya beli. mengecewakan sekali",1
saya sudah bayar lewat briva film algojo 7 kok gak bisa ya. suruh beli lagi,1
saat membeli paket vidio di google tv terjadi kesalhan pada sistem mau nonton jadi ga bisa,1
iklan nya anjir lama banget,5
"sampah iklan banyak, sering ngefrezee, beda jauh ama netflix",1
"minnn anime nya ga lngkap smeuaaa apalagi eps anime MHA 13 eps tapi dibuat 11 eps, rencana aku juga mau nonton OVA nya, tpi ga ada min, tolong lengkapi anime lainnya sm eps nya dong min 🙏🙏",3
Memberi Kemudahan Dalam Hal Menonton. Tidak Bergantung Pada Televisi.,5
mau langganan masuk nya susah bgt,5
kenapa rcti mnc tv gk bisa dibuka dan harus bli paket,4
mau berlangganan gagal terus transaksinya coba opsi lain pembayaran sama tetap aja gagal perbaiki dong,1
banyak amat iklannya,1
"sayah sudah beli paket premium tapi gabisa non vidio atau sinetron yang premium,anehh banget ni aplikasi rugi sayah beli,dlu gapernh gini udah langganan tapi tb tb gini sekrng,udah males sekrng sama aplikasi inii gajelas",1
"skrg vidio kurang menarik. banyak iklannya buat paket pelajar. padahal tetep bayar juga. mana iklannya banyak banget, durasi panjang, gak bisa diskip. kalo iklannya cuma 1 atau 2 sih masih oke lah. ini bisa sampe 10 lebih tiap 1 episode tolong dikuranginlah iklannya. yg wajar² aja.",1
oke,5
mantap..,5
udah berlangganan tapi malah ga bisa. tulisan nya eror.,1
ok,5
ntah kenapa sekarang vidio iklannya terlalu banyak lemot dikit langsung iklan yg nggaa asli TV padahal udh lama pake nggaa pernah seperti ini tolonglah jangan seperti ini kasian buat yg nggak bisa nonton,3
"layar aplikasi nya item mulu, setiap mw liat live di indosiar layar nya muter muter terus",1
jaringan mau secepat cahaya juga bakalan buffering Mulu karna emang apk nya ngehe banget,1
"udah bayar,eh tiba² siarannya pindah😂😂😂",1
dongo muter terus,1
bagus ..,5
bagus,5
sudah berlangganan. malah nyiarin progam Lainnya,2
udah berlangganan malah terus terusan iklan ga tayang wkwk,1
"kenapa saya padahal sudah berlangganan platinum,, tapi pas pilih trans 7 mau nonton arisan pindah ke Chanel lain?? tolong dong kalo ada yang tau",2
scam,1
mantap,3
udh berlangganan gak muncul tayangannya RCTI kocak,1
beli paket sebulan buat nonton bola tapi ga di siarkan live padahal tiga stasiun TV cok,1
semenjak banyak iklanya udah gak mau berlangganan lagi.. mending ke aplikasi sebelah aja udah bener..,1
aplikasi bagus ada laliga liga 2 Indonesia lengkap pokok nya tapi iklannya agak menggangu apa Vidio shoping dari shopee sisa nya bagus bintang 5,5
sangat bagus dan puas sekali nonton nya karna banyak filem,5
"Saya sudah langganan, tapi mengapa di suruh langganan lagi begitu saya connect ke TV? padahal langganan nya udh bener untuk semua perangkat.",1
saya nonton TV di aplikasi ini awalnya bisa lama lama gak bisa 😠😠😠😠,1
bagusss,5
"beli paket ramadhan tri yg katanya ada paket vidio, nyatanya gak bisa diaktifin",1
bagus banget,5
sudah langganan vidio tapi tidak bisa di pakai mohon infonya,5
tolong buatin film lebih banyak lagi,5
Sekarang vidio banyak iklannya anjeng yang gratisan diphp iklan terus keluar lagi.. mending lu tutup kayak netflix..,1
udah beli paket TV EXTRA tapi tetep gak bisa nonton. mana udah bayar pula kacau nih video,1
cangih,5
"kalau perpanjang langganan harusnya ada pengingat, jangan langsung motong",1
geloo. perusahaan rusak. udah premium masih di kasih iklan. udah paket nya misah misah. kayanya pecinta sepakbola akan bahagia kalo video ini cepat bangkrut,1
cukup menghiburkan diri dari sepi,5
top,5
aplikasinya bagus dan membantu banget sih,5
gratis gx ni yaa.. kok nonton suruh login..,1
keren film² nya dan bagus jaringan nya,5
ada Dracin nya GK nih?,5
semenjak pakai aplikasi video saya lebih puas mau nonton apa saja,5
min adminn saya sudah top up buat nonton live tv tapi acara yang baru di TV transtv yang bernama monitor ketua kok gak ada min ga live masih diacara yang sama padahal ya jam tayangnya pukul 19.30 wib setiap hari senin sampai jum'at min. ini gimana min adminn,1
seru banget,5
yg terbaik,5
good job,5
motong duit orang gak bilang bilang,1
"min saya beli voucher d shoope, tapi belum d gunakan, di akun vidio saya tidak ada tukar voucher nya, biasa nya lancar, skr ga ada",5
lag ajg,1
"aplikasi aneh, nyedot uang di gmail siapa aktif di gmail siapa kocak",1
ini aplikasi video memang bagus banget karena aku kan di rumah nggak punya TV Jadi kalau aku nonton Dangdut Academy 7 aku bisa nonton di vidio pokoknya tentang update-update itu dikasih tahu aja ya,5
"masih bingung min, kemaren langganan 45k untuk nonton MOTOGP doank. lha sbenernya 45k itu untuk apa aja sih",4
kenapa ga bisa login pke nomor hp padahal udah langganan gimna nih solusinya,1
bagus,5
bagus banget aku suka banget nonton di vidio,5
filem action nya tidak ada yang seru.. filem lama semua.. tidak pernah di update untuk filem terbaru.. kurang memuaskan,2
ok,5
sangat suka dan bagus rasanya,5
it's good,5
mantap,5
aplikasi vidio saya nggak bisa dibuka,4
sangat bermanfat aplikasi Vidio,5
bagus dngan aplikasi ini bisa nnton di mna aj😊😊,5
pembayaran otomatis di hilangkan,1
goood,5
tpi sekarang kok ngga bisa kata nya lg gangguan,5
sya tidak bisa nonton lagi gk tau knpa,1
karana tidak sesuai waktu,3
𝙞 𝙡𝙤𝙫𝙚 𝙖𝙥𝙖𝙡𝙖𝙜𝙞 𝙥𝙖𝙨 𝙡𝙞𝙖𝙩 𝙞𝙣𝙙𝙤𝙨𝙞𝙖𝙧,5
"tolong dong, ini knapa semua channel layar hitam dan ada gangguan yaa? Bisa dibantu min ""padahal sudah langganan""",4
seru seruan nonton TV lagi seperti jaman kecil dulu,5
"bagus sih cuman bagian jelek bangetnya ini sering banget loading, di streaming sebelah aja pas nonton biasa masih bagus tuh, ini kalo Ndak ngeleg ya suara berjalan tapi video berhenti, padahal pake wifi yang sama. sampe pake data baru berjalan lancar sampe abis lagii data saya.",3
seru,5
Makin Seru Aplikasi Vidio Streaming & TV Makin Cocok Seperti Halnya,5
"bagus si, tpi iklannya kebanyakann kurangin dongg",2
good job,5
bagus film2 nya,5
ok good,5
"terlalu banyakk iklan yg mengganggu,masa setiap nonton siaran langsung di channel tv satu aja iklannya bisa sampai 10 kali kan tolol",1
tidak bisa login dengan nomer telepon,1
bagus,5
tidam bisa fullscreen di tablet,1
"Aplikasi setres padahal mau nonton film yang ada tulisan gratis nya tapi, ada tulisan ""lagi nyiapin paket buatmu... "", kan aneh udh mah suruh premium lagi, bikin esmosi aja , padahal udh jelas ada bacaan gratis gratis ah aplikasi aneh aneh aneh bgt ngo ngo",1
tolonggg dong admin kokk udh berlangganan mahal mahal malah ga bisa nonton film movie nyaaaa saya pikir jaringannya jelekk ternyata pas saya coba nonton sinetron bisa jadi ini gimana dong tanggapannyaa minnnnn!!! sebelumnyaa bisa bisa aja tapi akhir akhir ini udh ga bisa sama sekaliii !!busuk sekaliii. tolonggg sekaliii yaa plisss adminnn yang gercepp!!,1
akusih download vidio cuma buat nonton indosiar,5
"maaf ni vidio bintang 1 dl.saya sudah beli paket , sudah dibayar tapi sampai sekarang sudah 2minggu paket blm aktif juga status paket masih proses. tolonglah.. hei.. vidio",1
"udah mahal mahal langganan eh pas mau nonton bola ga lengkap padhal saya pengen nonton acl two, liga prancis, liga Jerman tau nya gaada mana mahal lagi ga direkomendasikan untuk langganan",1
"udah langganan tpi masih aja muter, apalagi udah di download tpi pas di buka masih muter filmnya, apk apa ini cuih",1
"Aplikasi Sampah, Bahkan Untuk sekedar Berkomentar Pun Harus Premium, Tak Hanya itu Iklannya Juga selalu Muncul setiap kali kita membuka Videonya, Saya Kasih bintang 5 ini Supaya Ulasan saya tidak disembunyikan oleh Pihak Google play store dan Developer Aplikasinya.",5
★★★★★,5
ga bisa paketkan terus,1
menu paket apa yg bisa buat streaming untuk 2 tv dan 1 hp secara bersamaan?,5
aplikasinya bagus banget👍👍,5
app ap ni dapat premium dari xl gk bisa login pakai no hp. untuk apa awak belii paket nyaa,1
vidio 3 hari ini kenapa sih kak.. video nya loading mulu gk bisa ke buka.. padahal baru aja pembayaran.. rugi dong,4
Tidak ada layanan aduan permasalahan,1
"sepertinya sedang ada masalah app vidio ditablet android,semula tidak begini?!",2
Good Looking,5
"malm ini mau nonton bola persebaya uda langganan malah sistem eror muter terusss aduh aduh,ngabisin duit aja",1
"Banyak iklan, ini siaran langsung, perangkat saya mampu 720p ,beri pilihan dari resolusi 240p sampai 720p, pilihan yang lebih rinci.",5
tolong kalau untuk sinetron serial tv ga usah byar kecuali yg movie dll,1
